Stage,Time_sample,Time_h,PV_available_kW,PV_command_kW,PV_curtailment_kW,SOC_pu,BESS_P_ch_A_kW,BESS_P_dis_A_kW,BESS_P_net_A_kW,BESS_Q_A_kvar,BESS_P_ch_B_kW,BESS_P_dis_B_kW,BESS_P_net_B_kW,BESS_Q_B_kvar,BESS_P_ch_C_kW,BESS_P_dis_C_kW,BESS_P_net_C_kW,BESS_Q_C_kvar,BESS_P_ch_total_kW,BESS_P_dis_total_kW,BESS_P_net_total_kW,BESS_Q_total_kvar,PV_curtailment_energy_kWh,PV_interval_curtailment_fraction,Feeder_nominal_P_demand_kW,PV_surplus_interval,BESS_net_discharge_kW,Gate_violation
One-stage weighted objective,1020,17.0,58.8676590442051,38.59531183625028,20.272347207954816,0.9734252639167018,1.1593848767229085e-05,11.978425007622102,11.978413413773335,0.44079170128860234,1.1593848767229085e-05,11.978425007622102,11.978413413773335,0.44079170128860234,1.1593848767229085e-05,11.978425007622102,11.978413413773335,0.44079170128860234,3.4781546301687255e-05,35.93527502286631,35.93524024132,1.322375103865807,10.136173603977408,0.344371553703738,60.6611,False,35.93524024132,False
One-stage weighted objective,1050,17.5,21.38615526279812,9.16402326147125e-11,21.386155262706477,0.953461237889026,2.4103116200787153e-10,21.3861553625032,21.38615536226217,-11.362735927448343,2.4103116200787153e-10,21.3861553625032,21.38615536226217,-11.362735927448343,2.4103116200787153e-10,21.3861553625032,21.38615536226217,-11.362735927448343,7.230934860236147e-10,64.1584660875096,64.1584660867865,-34.08820778234502,10.693077631353239,0.9999999999957149,60.3799,False,64.1584660867865,False
One-stage weighted objective,1080,18.0,35.72629562474032,3.556894803213972,32.16940082152635,0.9178176456185126,6.063372657514824e-06,22.9021555143779,22.902149451005243,-5.187797030505568,6.063372657514824e-06,22.9021555143779,22.902149451005243,-5.187797030505568,6.063372657514824e-06,22.9021555143779,22.902149451005243,-5.187797030505568,1.819011797254447e-05,68.7064665431337,68.70644835301573,-15.563391091516703,16.084700410763176,0.9004404251542153,50.6114,False,68.70644835301573,False
One-stage weighted objective,1110,18.5,34.88048921037201,2.2681122761935426,32.61237693417847,0.8796473946134397,5.791537335075453e-06,23.97690659821803,23.976900806680693,0.4425176308786747,5.791537335075453e-06,23.97690659821803,23.976900806680693,0.4425176308786747,5.791537335075453e-06,23.97690659821803,23.976900806680693,0.4425176308786747,1.737461200522636e-05,71.93071979465408,71.93070242004207,1.327552892636024,16.306188467089235,0.9349747573058953,61.787,False,71.93070242004208,False
One-stage weighted objective,1140,19.0,14.676355200650205,9.164023340228796e-11,14.676355200558564,0.839685891434985,2.4099874202162623e-10,14.676355300355285,14.676355300114286,-18.91410467785609,2.4099874202162623e-10,14.676355300355285,14.676355300114286,-18.91410467785609,2.4099874202162623e-10,14.676355300355285,14.676355300114286,-18.91410467785609,7.229962260648786e-10,44.029065901065856,44.02906590034286,-56.74231403356828,7.338177600279282,0.9999999999937559,49.4985,False,44.02906590034286,False
One-stage weighted objective,1170,19.5,6.556644238336596,9.164023401217795e-11,6.556644238244956,0.8152252992680434,2.4095338470136465e-10,6.556644303608119,6.556644303367165,-22.381433631162146,2.4095338470136465e-10,6.556644303608119,6.556644303367165,-22.381433631162146,2.4095338470136465e-10,6.556644303608119,6.556644303367165,-22.381433631162146,7.22860154104094e-10,19.669932910824354,19.669932910101494,-67.14430089348643,3.278322119122478,0.9999999999860233,40.435,False,19.669932910101494,False
One-stage weighted objective,1200,20.0,1.4787101336823925,9.16402346793227e-11,1.4787101335907524,0.8042975587623552,2.4091910429882513e-10,1.4787101481745732,1.4787101479336544,-22.481695366876792,2.4091910429882513e-10,1.4787101481745732,1.4787101479336544,-22.481695366876792,2.4091910429882513e-10,1.4787101481745732,1.4787101479336544,-22.481695366876792,7.227573128964754e-10,4.43613044452372,4.4361304438009626,-67.44508610063038,0.7393550667953762,0.999999999938027,56.3995,False,4.436130443800963,False
One-stage weighted objective,1230,20.5,0.5138621598622417,9.164023565470867e-11,0.5138621597706015,0.8018330418490522,2.4091151050294205e-10,0.5138621647059428,0.5138621644650313,-22.693988325815752,2.4091151050294205e-10,0.5138621647059428,0.5138621644650313,-22.693988325815752,2.4091151050294205e-10,0.5138621647059428,0.5138621644650313,-22.693988325815752,7.227345315088261e-10,1.5415864941178286,1.541586493395094,-68.08196497744726,0.25693107988530073,0.9999999998216638,47.399,False,1.541586493395094,False
One-stage weighted objective,1260,21.0,0.0,1.3635547182925227e-19,0.0,0.800976604908201,5.540144435362475e-06,25.06468648573192,25.064680945587483,0.4454781195471435,5.540144435362475e-06,25.06468648573192,25.064680945587483,0.4454781195471435,5.540144435362475e-06,25.06468648573192,25.064680945587483,0.4454781195471435,1.6620433306087422e-05,75.19405945719576,75.19404283676243,1.3364343586414305,0.0,,34.112,False,75.19404283676246,False
One-stage weighted objective,1290,21.5,0.0,1.3658471244242654e-19,0.0,0.7592021349111702,5.605483487398831e-06,24.77258147955653,24.77257587407304,0.07411289509325308,5.605483487398831e-06,24.77258147955653,24.77257587407304,0.07411289509325308,5.605483487398831e-06,24.77258147955653,24.77257587407304,0.07411289509325308,1.6816450462196495e-05,74.31774443866959,74.31772762221912,0.22233868527975925,0.0,,45.046,False,74.31772762221912,False
One-stage weighted objective,1320,22.0,0.0,1.364214213930678e-19,0.0,0.717914506679312,5.536705534607722e-06,25.080251392794874,25.080245856089338,0.4522222203594296,5.536705534607722e-06,25.080251392794874,25.080245856089338,0.4522222203594296,5.536705534607722e-06,25.080251392794874,25.080245856089338,0.4522222203594296,1.6610116603823167e-05,75.24075417838462,75.24073756826802,1.356666661078289,0.0,,39.2842,False,75.24073756826802,False
One-stage weighted objective,1350,22.5,0.0,1.3624954837346912e-19,0.0,0.6761140951659707,5.554257445738165e-06,25.00101101379483,25.001005459537385,0.4456240540243452,5.554257445738165e-06,25.00101101379483,25.001005459537385,0.4456240540243452,5.554257445738165e-06,25.00101101379483,25.001005459537385,0.4456240540243452,1.6662772337214495e-05,75.00303304138448,75.00301637861216,1.3368721620730355,0.0,,34.0765,False,75.00301637861214,False
One-stage weighted objective,1380,23.0,0.0,1.3661805021742716e-19,0.0,0.6344457509745601,5.619069965921222e-06,24.71269470947223,24.712689090402264,-1.2171257325410592,5.619069965921222e-06,24.71269470947223,24.712689090402264,-1.2171257325410592,5.619069965921222e-06,24.71269470947223,24.712689090402264,-1.2171257325410592,1.6857209897763668e-05,74.1380841284167,74.1380672712068,-3.6513771976231775,0.0,,34.936,False,74.1380672712068,False
One-stage weighted objective,1410,23.5,0.0,1.364928297860878e-19,0.0,0.5932579340445053,5.56158610371856e-06,24.968072832478796,24.968067270892693,-1.1552633093147282,5.56158610371856e-06,24.968072832478796,24.968067270892693,-1.1552633093147282,5.56158610371856e-06,24.968072832478796,24.968067270892693,-1.1552633093147282,1.6684758311155678e-05,74.90421849743639,74.90420181267808,-3.465789927944185,0.0,,26.0865,False,74.90420181267808,False
One-stage weighted objective,1440,24.0,0.0,1.366138065620731e-19,0.0,0.5516444868318485,5.557441325630781e-06,24.986690600704332,24.986685043263005,0.44308627486508867,5.557441325630781e-06,24.986690600704332,24.986685043263005,0.44308627486508867,5.557441325630781e-06,24.986690600704332,24.986685043263005,0.44308627486508867,1.667232397689234e-05,74.960071802113,74.96005512978903,1.3292588245952661,0.0,,27.1535,False,74.96005512978903,False
