Constraint,Body,Lower,Upper,Raw_violation,Relative_violation
"Isp_re_con[feeder2_1818,1,1110]",-3.104651113972068e-08,0.0,0.0,3.104651113972068e-08,3.104651113972068e-08
"Isp_re_con[feeder2_1818,3,1110]",-3.077730070799589e-08,0.0,0.0,3.077730070799589e-08,3.077730070799589e-08
"Isp_im_con[feeder2_1818,2,1110]",-2.171265123251942e-08,0.0,0.0,2.171265123251942e-08,2.171265123251942e-08
"Isp_im_con[feeder2_1818,3,1110]",-2.1407004169304855e-08,0.0,0.0,2.1407004169304855e-08,2.1407004169304855e-08
"Idelta_im_con[feeder2_973,1,960]",-2.123852027580142e-08,0.0,0.0,2.123852027580142e-08,2.123852027580142e-08
"Isp_im_con[feeder2_1818,1,1110]",-2.1196683519519866e-08,0.0,0.0,2.1196683519519866e-08,2.1196683519519866e-08
"V_upper_limit_con[feeder2_1818,3,870]",1.2100000120994607,,1.2100000000000002,1.2099460544590102e-08,9.999554069091644e-09
"V_upper_limit_con[feeder2_1818,3,1080]",1.2100000120993575,,1.2100000000000002,1.2099357293848811e-08,9.999468737902203e-09
"V_upper_limit_con[feeder2_1818,1,600]",1.2100000120993568,,1.2100000000000002,1.2099356627714997e-08,9.9994681873784e-09
"V_upper_limit_con[feeder2_1818,3,810]",1.210000012099323,,1.2100000000000002,1.2099322876935048e-08,9.999440294172387e-09
"V_upper_limit_con[feeder2_1818,2,120]",1.210000012099283,,1.2100000000000002,1.2099282908906162e-08,9.999407262744217e-09
"V_upper_limit_con[feeder2_1818,3,960]",1.2100000120992829,,1.2100000000000002,1.2099282686861557e-08,9.999407079236282e-09
"V_upper_limit_con[feeder2_1818,3,840]",1.2100000120992278,,1.2100000000000002,1.2099227619799535e-08,9.99936156926858e-09
"V_upper_limit_con[feeder2_1818,1,570]",1.2100000120992203,,1.2100000000000002,1.2099220070282968e-08,9.999355329998815e-09
"V_upper_limit_con[feeder2_1818,3,420]",1.2100000120992183,,1.2100000000000002,1.2099218071881523e-08,9.999353678427405e-09
"V_upper_limit_con[feeder2_1818,1,450]",1.2100000120991274,,1.2100000000000002,1.2099127255638109e-08,9.999278623682284e-09
"V_upper_limit_con[feeder2_1818,2,30]",1.2100000120990622,,1.2100000000000002,1.2099061974524261e-08,9.999224672349603e-09
"V_upper_limit_con[feeder2_1818,2,990]",1.2100000120990597,,1.2100000000000002,1.2099059532033607e-08,9.999222653762327e-09
"V_upper_limit_con[feeder2_1818,1,60]",1.2100000120988257,,1.2100000000000002,1.2098825497020016e-08,9.99902923639959e-09
"V_upper_limit_con[feeder2_1818,2,150]",1.2100000120987309,,1.2100000000000002,1.2098730683973713e-08,9.998950878511651e-09
"V_upper_limit_con[feeder2_1818,3,180]",1.2100000120985874,,1.2100000000000002,1.2098587243158931e-08,9.998832332386103e-09
"V_upper_limit_con[feeder2_1818,2,480]",1.2100000120985337,,1.2100000000000002,1.209853350836454e-08,9.998787923466007e-09
"V_upper_limit_con[feeder2_1818,3,750]",1.2100000120982162,,1.2100000000000002,1.2098215984579497e-08,9.998525507119979e-09
"V_upper_limit_con[feeder2_1818,1,1380]",1.2100000120981376,,1.2100000000000002,1.2098137380789353e-08,9.998460545311241e-09
"V_upper_limit_con[feeder2_1818,2,1410]",1.210000012098056,,1.2100000000000002,1.2098055890419346e-08,9.998393197899359e-09
"V_upper_limit_con[feeder2_1818,3,90]",1.210000012096997,,1.2100000000000002,1.2096996737653853e-08,9.997517865052818e-09
"V_upper_limit_con[feeder2_1818,1,540]",1.2100000120962866,,1.2100000000000002,1.2096286416962698e-08,9.996930823171039e-09
"V_upper_limit_con[feeder2_1818,2,510]",1.2100000120951881,,1.2100000000000002,1.2095187962302134e-08,9.996023009420128e-09
"V_upper_limit_con[feeder2_1818,3,1290]",1.2100000120922012,,1.2100000000000002,1.2092201018276683e-08,9.99355446068811e-09
"V_upper_limit_con[feeder2_1818,3,930]",1.2100000120875023,,1.2100000000000002,1.2087502110347259e-08,9.989671065782716e-09
"V_upper_limit_con[feeder2_1818,2,210]",1.2100000117514151,,1.2100000000000002,1.1751414952243522e-08,9.711913089351074e-09
"Idelta_re_con[feeder2_973,2,600]",1.1641532182693481e-08,0.0,0.0,1.1641532182693481e-08,1.1641532182693481e-08
"Isp_re_con[feeder2_1818,2,1350]",-1.1474185157567263e-08,0.0,0.0,1.1474185157567263e-08,1.1474185157567263e-08
"Isp_re_con[feeder2_1818,3,1350]",-1.144871930591762e-08,0.0,0.0,1.144871930591762e-08,1.144871930591762e-08
"Isp_re_con[feeder2_1818,1,1350]",-1.1437805369496346e-08,0.0,0.0,1.1437805369496346e-08,1.1437805369496346e-08
"Isp_re_con[feeder2_1818,2,690]",-1.0521034710109234e-08,0.0,0.0,1.0521034710109234e-08,1.0521034710109234e-08
"Isp_re_con[feeder2_1818,3,690]",-1.0335497790947556e-08,0.0,0.0,1.0335497790947556e-08,1.0335497790947556e-08
"Isp_re_con[feeder2_1818,1,690]",-1.0331859812140465e-08,0.0,0.0,1.0331859812140465e-08,1.0331859812140465e-08
"Line_I_limits_con[feeder2_line155,2,1110]",1.0000000100437212,,1.0,1.0043721188068844e-08,1.0043721087192509e-08
"Line_I_limits_con[feeder2_line155,2,1350]",1.000000010012584,,1.0,1.0012584095164812e-08,1.0012583994912973e-08
"Line_I_limits_con[feeder2_line155,2,690]",1.0000000100097415,,1.0,1.0009741480132561e-08,1.0009741379937638e-08
"Line_I_limits_con[feeder2_line155,2,720]",1.0000000100057116,,1.0,1.0005711592597777e-08,1.0005711492483513e-08
"Line_I_limits_con[feeder2_line155,3,1020]",1.0000000100032642,,1.0,1.0003264216962293e-08,1.0003264116896999e-08
"Line_I_limits_con[feeder2_line155,2,900]",1.0000000100007944,,1.0,1.0000794414821712e-08,1.0000794314805824e-08
CentralBESS_final_SOC_upper_con,0.5100000099998871,,0.51,9.999887140565988e-09,9.999887140565988e-09
